,Count,Count2
40.0,0.0,0.0
40.5,0.0,0.0
41.0,0.0,0.0
41.5,0.0,0.0
42.0,0.0,0.0
42.5,0.0,0.0
43.0,0.0,0.0
43.5,0.0,0.0
44.0,0.0,0.0
44.5,0.0,0.0
45.0,0.0,0.0
45.5,0.0,0.0
46.0,0.0,0.0
46.5,0.0,0.0
47.0,0.0,0.0
47.5,0.0,0.0
48.0,0.0,0.0
48.5,0.0,0.0
49.0,0.0,0.0
49.5,0.0,0.0
50.0,0.0,0.0
50.5,0.0,0.0
51.0,0.0,0.0
51.5,0.0,0.0
52.0,0.0,0.0
52.5,0.0,0.0
53.0,0.0,0.0
53.5,0.0,0.0
54.0,0.0,0.0
54.5,0.0,0.0
55.0,0.0,0.0
55.5,0.0,0.0
56.0,0.0,0.0
56.5,0.0,0.0
57.0,0.0,0.0
57.5,0.0,0.0
58.0,0.0,0.0
58.5,0.0,0.0
59.0,0.0,0.0
59.5,0.0,0.0
60.0,0.0,0.0
60.5,0.0,0.0
61.0,0.0,0.0
61.5,0.0,0.0
62.0,0.0,0.0
62.5,0.0,0.0
63.0,0.0,0.0
63.5,0.0,0.0
64.0,0.0,0.0
64.5,0.0,0.0
65.0,0.0,0.0
65.5,0.0,0.0
66.0,0.0,0.0
66.5,0.0,0.0
67.0,0.0,0.0
67.5,0.0,0.0
68.0,0.0,0.0
68.5,0.0,0.0
69.0,0.0,0.0
69.5,0.0,0.0
70.0,0.0,0.0
70.5,0.0,0.0
71.0,0.0,0.0
71.5,0.0,0.0
72.0,0.0,0.0
72.5,0.0,0.0
73.0,0.0,0.0
73.5,0.0,0.0
74.0,0.0,0.0
74.5,0.0,0.0
75.0,0.0,0.0
75.5,0.0,0.0
76.0,0.0,0.0
76.5,0.0,0.0
77.0,0.0,0.0
77.5,0.0,0.0
78.0,0.0,0.0
78.5,0.0,0.0
79.0,0.0,0.0
79.5,0.0,0.0
80.0,0.0,0.0
80.5,0.0,0.0
81.0,0.0,0.0
81.5,0.0,0.0
82.0,0.0,0.0
82.5,0.0,0.0
83.0,0.0,0.0
83.5,0.0,0.0
84.0,0.0,0.0
84.5,0.0,0.0
85.0,0.0,0.0
85.5,0.0,0.0
86.0,0.0,0.0
86.5,0.0,0.0
87.0,0.0,0.0
87.5,0.0,0.0
88.0,0.0,0.0
88.5,0.0,0.0
89.0,0.0,0.0
89.5,0.0,0.0
90.0,0.0,0.0
90.5,0.0,0.0
91.0,0.0,0.0
91.5,0.0,0.0
92.0,0.0,0.0
92.5,0.0,0.0
93.0,0.0,0.0
93.5,0.0,0.0
94.0,0.0,0.0
94.5,0.0,0.0
95.0,0.0,0.0
95.5,0.0,0.0
96.0,0.0,0.0
96.5,0.0,0.0
97.0,0.0,0.0
97.5,0.0,0.0
98.0,0.0,0.0
98.5,0.0,0.0
99.0,0.0,0.0
99.5,0.0,0.0
100.0,0.0,0.0
100.5,0.0,0.0
101.0,0.0,0.0
101.5,0.0,0.0
102.0,0.0,0.0
102.5,0.0,0.0
103.0,2e-06,0.0
103.5,4e-06,0.0
104.0,1.2e-05,1e-06
104.5,1.8e-05,4e-06
105.0,2.6e-05,1.1e-05
105.5,5e-05,1.2e-05
106.0,5.9e-05,3.3e-05
106.5,7.4e-05,4.3e-05
107.0,0.000103,7.5e-05
107.5,0.000157,0.000113
108.0,0.000245,0.00018
108.5,0.000335,0.000289
109.0,0.000465,0.000501
109.5,0.000756,0.000789
110.0,0.001194,0.001194
110.5,0.001829,0.001825
111.0,0.002515,0.002646
111.5,0.003548,0.003781
112.0,0.005014,0.005081
112.5,0.006783,0.006767
113.0,0.008955,0.008911
113.5,0.011393,0.011494
114.0,0.014337,0.014648
114.5,0.017726,0.018158
115.0,0.021353,0.022005
115.5,0.025841,0.025879
116.0,0.030736,0.03009
116.5,0.035872,0.034735
117.0,0.040628,0.039541
117.5,0.044909,0.043986
118.0,0.04836,0.048144
118.5,0.051449,0.051505
119.0,0.053808,0.053522
119.5,0.055129,0.054432
